권역,시군,읍면동,주용도,용도지역,건물유형,건축년도,규모,건폐율(%),거래유형,매도자,매수자,대지(평),연면적(평),거래금액(만원),대지평단가(만원),연면적평단가(만원),거래월,신규
남부,안양시,안양동,공장,일반공업,집합,2022,소형(~500평),0,중개거래,개인,개인,0,23.7,25500,0,1074.4,2026-06,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,17.6,29500,0,1677.6,2025-07,
남부,안양시,관양동,공장,일반공업,집합,2003,소형(~500평),0,직거래,법인,법인,0,68.2,88200,0,1292.4,2025-07,
남부,안양시,평촌동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,7.3,12500,0,1704.0,2025-07,
남부,안양시,호계동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,25.3,38000,0,1503.9,2025-07,
남부,안양시,호계동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,25.3,37500,0,1484.1,2025-07,
남부,안양시,호계동,공장,일반공업,집합,2007,소형(~500평),0,직거래,개인,법인,0,35.8,31000,0,865.2,2025-07,
남부,안양시,호계동,창고시설,준공업,집합,2003,소형(~500평),0,중개거래,개인,개인,0,8.0,9800,0,1222.1,2025-07,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,법인,법인,0,13.4,23600,0,1767.1,2025-08,
남부,안양시,관양동,공장,일반공업,집합,2011,소형(~500평),0,중개거래,개인,법인,0,31.0,62000,0,1999.6,2025-08,
남부,안양시,관양동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,법인,법인,0,10.3,20000,0,1948.6,2025-08,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,20.9,37000,0,1771.1,2025-08,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,30.8,55000,0,1786.6,2025-08,
남부,안양시,호계동,공장,준공업,집합,2022,소형(~500평),0,직거래,개인,법인,0,16.7,32000,0,1913.6,2025-08,
남부,안양시,호계동,창고시설,준공업,집합,,소형(~500평),0,중개거래,개인,개인,0,8.0,10000,0,1247.0,2026-01,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,직거래,법인,개인,0,28.1,52900,0,1884.0,2025-08,
남부,안양시,호계동,공장,일반공업,일반,2001,소형(~500평),232.9,직거래,법인,법인,349.5,814.1,337524,965.8,414.6,2025-08,
남부,안양시,호계동,공장,준공업,집합,2024,소형(~500평),0,직거래,개인,법인,0,35.6,90000,0,2529.9,2025-08,
남부,안양시,호계동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,개인,0,11.7,19000,0,1617.6,2025-08,
남부,안양시,호계동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,23.8,17500,0,734.6,2025-08,
남부,안양시,호계동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,24.7,18000,0,729.6,2025-08,
남부,안양시,관양동,공장,일반공업,집합,,소형(~500평),0,중개거래,개인,법인,0,38.8,90000,0,2317.0,2025-08,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,6.9,13000,0,1870.9,2025-08,
남부,안양시,평촌동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,21.9,30000,0,1366.8,2025-09,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,직거래,개인,법인,0,23.1,50000,0,2162.3,2025-09,
남부,안양시,관양동,공장,일반공업,집합,2014,소형(~500평),0,중개거래,개인,개인,0,7.5,12000,0,1603.5,2025-10,
남부,안양시,호계동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,개인,0,6.5,10000,0,1547.7,2026-06,
남부,안양시,호계동,창고시설,준공업,집합,2003,소형(~500평),0,직거래,개인,개인,0,8.0,9500,0,1184.6,2026-03,
남부,안양시,호계동,창고시설,준공업,집합,2003,소형(~500평),0,중개거래,개인,개인,0,8.0,9600,0,1197.1,2025-09,
남부,안양시,호계동,공장,준공업,집합,,소형(~500평),0,중개거래,법인,개인,0,23.5,29800,0,1267.7,2025-09,
남부,안양시,호계동,공장,준공업,집합,2005,소형(~500평),0,중개거래,개인,개인,0,46.1,54500,0,1182.5,2025-09,
남부,안양시,호계동,공장,일반공업,일반,2003,소형(~500평),234.2,중개거래,법인,법인,221.0,517.7,527295,2385.9,1018.5,2025-10,
남부,안양시,호계동,창고시설,준공업,집합,,소형(~500평),0,중개거래,개인,개인,0,6.4,8000,0,1243.4,2025-10,
남부,안양시,호계동,공장,준공업,집합,2018,소형(~500평),0,직거래,개인,법인,0,13.0,11000,0,844.1,2025-10,
남부,안양시,관양동,공장,일반공업,집합,2014,소형(~500평),0,중개거래,개인,법인,0,33.2,53000,0,1596.4,2025-10,
남부,안양시,관양동,공장,일반공업,집합,,소형(~500평),0,중개거래,법인,법인,0,38.0,61000,0,1607.3,2025-10,
남부,안양시,평촌동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,개인,0,6.0,3400,0,567.7,2025-10,
남부,안양시,관양동,공장,일반공업,집합,,소형(~500평),0,중개거래,개인,개인,0,20.8,25500,0,1227.0,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,직거래,법인,법인,0,31.5,52973,0,1679.5,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,직거래,법인,법인,0,39.9,67056,0,1679.5,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,직거래,법인,법인,0,30.0,50451,0,1679.6,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,직거래,법인,법인,0,42.1,70632,0,1679.6,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,직거래,법인,법인,0,28.5,47925,0,1679.5,2025-11,
남부,안양시,관양동,공장,일반공업,집합,2011,소형(~500평),0,중개거래,개인,개인,0,10.0,7300,0,733.1,2025-11,
남부,안양시,관양동,공장,일반공업,집합,,소형(~500평),0,중개거래,개인,개인,0,34.0,60500,0,1778.7,2025-11,
남부,안양시,관양동,공장,일반공업,집합,,소형(~500평),0,중개거래,개인,법인,0,47.4,85000,0,1793.0,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,22.7,38700,0,1704.9,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,21.8,37100,0,1705.5,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,22.7,38800,0,1705.9,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,59.1,101000,0,1708.6,2025-11,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,29.7,50700,0,1704.5,2025-11,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,법인,개인,0,28.3,48000,0,1695.5,2025-11,
남부,안양시,평촌동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,법인,법인,0,18.4,23400,0,1270.2,2025-11,
남부,안양시,호계동,공장,준공업,집합,2022,소형(~500평),0,중개거래,개인,법인,0,37.7,78000,0,2067.4,2025-11,
남부,안양시,호계동,공장,일반공업,집합,2009,소형(~500평),0,중개거래,개인,법인,0,32.1,41000,0,1277.3,2025-11,
남부,안양시,호계동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,6.5,10500,0,1625.0,2026-03,
남부,안양시,관양동,공장,일반공업,집합,2003,소형(~500평),0,중개거래,법인,개인,0,59.9,41000,0,684.5,2025-12,
남부,안양시,관양동,공장,일반공업,집합,2014,소형(~500평),0,중개거래,개인,법인,0,33.2,60000,0,1807.3,2026-06,
남부,안양시,관양동,공장,일반공업,집합,2014,소형(~500평),0,중개거래,개인,법인,0,19.6,22000,0,1122.3,2025-12,
남부,안양시,관양동,공장,일반공업,집합,2011,소형(~500평),0,중개거래,법인,법인,0,33.2,64000,0,1930.4,2025-12,
남부,안양시,호계동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,개인,0,6.5,12000,0,1857.2,2025-12,
남부,안양시,호계동,공장,준공업,집합,,소형(~500평),0,중개거래,법인,법인,0,45.1,53000,0,1174.1,2025-12,
남부,안양시,호계동,공장,일반공업,집합,2007,소형(~500평),0,중개거래,법인,법인,0,33.8,27685,0,818.8,2025-12,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,직거래,법인,법인,0,27.3,49176,0,1799.9,2025-12,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,16.9,27000,0,1595.9,2026-04,
남부,안양시,호계동,공장,일반공업,집합,2009,소형(~500평),0,직거래,법인,법인,0,25.7,40000,0,1555.7,2025-12,
남부,안양시,호계동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,10.9,15200,0,1391.1,2025-12,
남부,안양시,호계동,창고시설,준공업,집합,,소형(~500평),0,중개거래,개인,개인,0,7.6,9400,0,1234.1,2025-12,
남부,안양시,평촌동,공장,일반공업,집합,2006,소형(~500평),0,직거래,개인,법인,0,81.7,104000,0,1273.6,2025-12,
남부,안양시,호계동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,개인,0,6.5,11000,0,1700.8,2025-12,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,32.1,29000,0,903.3,2025-12,
남부,안양시,호계동,창고시설,준공업,집합,2003,소형(~500평),0,중개거래,법인,개인,0,8.0,10500,0,1309.3,2026-06,
남부,안양시,관양동,공장,일반공업,집합,2011,소형(~500평),0,중개거래,개인,법인,0,22.6,35000,0,1549.9,2025-12,
남부,안양시,관양동,공장,일반공업,집합,2012,소형(~500평),0,직거래,개인,법인,0,35.8,61500,0,1715.8,2026-01,
남부,안양시,관양동,공장,일반공업,집합,,소형(~500평),0,중개거래,법인,법인,0,33.2,55000,0,1658.9,2026-01,
남부,안양시,관양동,공장,일반공업,집합,,소형(~500평),0,중개거래,법인,법인,0,31.5,56090,0,1780.8,2026-01,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,16.9,28000,0,1660.0,2026-01,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,법인,법인,0,19.5,18000,0,921.1,2026-01,
남부,안양시,호계동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,26.7,44000,0,1646.5,2026-01,
남부,안양시,호계동,공장,준공업,집합,2019,소형(~500평),0,중개거래,법인,법인,0,13.4,7700,0,575.8,2026-01,
남부,안양시,관양동,공장,일반공업,집합,2010,소형(~500평),0,직거래,법인,개인,0,19.4,30000,0,1545.5,2026-01,
남부,안양시,관양동,공장,일반공업,집합,2011,소형(~500평),0,직거래,개인,개인,0,26.0,32780,0,1258.6,2026-01,
남부,안양시,호계동,창고시설,준공업,집합,2003,소형(~500평),0,중개거래,개인,개인,0,6.4,6600,0,1025.8,2026-01,
남부,안양시,호계동,공장,일반공업,집합,2007,소형(~500평),0,직거래,개인,법인,0,120.4,115000,0,954.8,2026-02,
남부,안양시,호계동,공장,일반공업,집합,,소형(~500평),0,직거래,개인,법인,0,19.1,25000,0,1308.1,2026-02,
남부,안양시,평촌동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,법인,0,40.2,61000,0,1518.5,2026-02,
남부,안양시,평촌동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,법인,0,41.6,40000,0,962.4,2026-02,
남부,안양시,호계동,공장,준공업,집합,2022,소형(~500평),0,중개거래,개인,법인,0,32.3,65500,0,2028.4,2026-02,
남부,안양시,관양동,공장,일반공업,집합,1996,소형(~500평),0,직거래,개인,개인,0,56.0,47000,0,838.7,2026-02,
남부,안양시,호계동,창고시설,준공업,집합,2003,소형(~500평),0,중개거래,개인,개인,0,8.0,9850,0,1228.3,2026-03,
남부,안양시,평촌동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,법인,개인,0,7.3,12900,0,1758.5,2026-03,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,20.2,33700,0,1665.0,2026-03,
남부,안양시,관양동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,개인,0,24.4,27900,0,1142.2,2026-03,
남부,안양시,관양동,공장,일반공업,집합,2014,소형(~500평),0,중개거래,개인,법인,0,31.1,46000,0,1479.2,2026-03,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,13.4,26700,0,1999.6,2026-03,
남부,안양시,관양동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,30.0,52000,0,1735.1,2026-03,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,28.5,24200,0,848.1,2026-03,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,개인,0,14.5,23300,0,1603.0,2026-03,
남부,안양시,호계동,공장,준공업,집합,2022,소형(~500평),0,직거래,개인,개인,0,9.5,6000,0,631.3,2026-03,
남부,안양시,호계동,창고시설,준공업,집합,2003,소형(~500평),0,중개거래,개인,개인,0,9.8,10200,0,1037.8,2026-03,
남부,안양시,관양동,공장,일반공업,일반,2015,중형(500~2천평),374.3,직거래,법인,법인,599.4,2243.6,2300000,3837.0,1025.1,2026-04,
남부,안양시,관양동,공장,일반공업,집합,2010,소형(~500평),0,중개거래,개인,법인,0,41.7,75000,0,1800.5,2026-04,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,59.1,97000,0,1641.0,2026-04,
남부,안양시,관양동,공장,일반공업,집합,2011,소형(~500평),0,중개거래,개인,개인,0,7.6,2000,0,264.1,2026-04,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,30.8,49000,0,1591.7,2026-04,
남부,안양시,관양동,공장,일반공업,집합,2011,소형(~500평),0,중개거래,개인,개인,0,7.1,1750,0,247.2,2026-04,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,법인,법인,0,28.3,49000,0,1730.8,2026-04,
남부,안양시,관양동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,법인,0,19.8,32330,0,1632.2,2026-04,
남부,안양시,호계동,공장,준공업,집합,,소형(~500평),0,중개거래,개인,법인,0,16.7,33500,0,2003.3,2026-04,
남부,안양시,관양동,공장,일반공업,집합,2014,소형(~500평),0,중개거래,법인,법인,0,29.9,40000,0,1339.3,2026-04,
남부,안양시,호계동,공장,준공업,집합,,소형(~500평),0,중개거래,개인,법인,0,25.5,47000,0,1840.9,2026-04,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,23.1,42500,0,1838.0,2026-04,
남부,안양시,평촌동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,12.9,16400,0,1273.5,2026-05,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,개인,0,28.8,46000,0,1594.5,2026-05,
남부,안양시,호계동,공장,준공업,집합,2022,소형(~500평),0,중개거래,개인,법인,0,24.9,49000,0,1964.4,2026-05,
남부,안양시,평촌동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,7.3,12200,0,1663.1,2026-05,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,36.1,57600,0,1597.6,2026-05,
남부,안양시,평촌동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,26.0,38500,0,1480.4,2026-05,
남부,안양시,관양동,공장,일반공업,집합,,소형(~500평),0,중개거래,개인,법인,0,30.9,70000,0,2265.8,2026-05,
남부,안양시,호계동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,34.3,27000,0,786.1,2026-05,
남부,안양시,호계동,공장,준공업,집합,2020,소형(~500평),0,중개거래,개인,법인,0,16.9,25000,0,1477.6,2026-05,
남부,안양시,관양동,공장,일반공업,집합,2010,소형(~500평),0,중개거래,개인,법인,0,38.7,54000,0,1395.9,2026-05,
남부,안양시,관양동,공장,일반공업,집합,2003,소형(~500평),0,직거래,법인,개인,0,59.7,64000,0,1071.3,2026-06,
남부,안양시,호계동,창고시설,준공업,집합,,소형(~500평),0,중개거래,개인,법인,0,8.0,10300,0,1284.4,2026-06,
남부,안양시,관양동,공장,일반공업,집합,2018,소형(~500평),0,직거래,개인,법인,0,23.1,51500,0,2227.2,2026-06,
남부,안양시,호계동,공장,준공업,집합,,소형(~500평),0,중개거래,개인,개인,0,11.0,17000,0,1542.6,2026-06,
남부,안양시,평촌동,공장,일반공업,집합,2025,소형(~500평),0,직거래,법인,개인,0,16.6,66570,0,3999.7,2026-06,
남부,안양시,호계동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,법인,개인,0,22.7,18300,0,805.8,2026-06,
남부,안양시,호계동,공장,일반공업,일반,2008,소형(~500평),386.6,중개거래,법인,법인,498.5,1927.1,1360000,2728.2,705.7,2026-06,
남부,안양시,호계동,공장,준공업,집합,,소형(~500평),0,중개거래,개인,개인,0,32.1,39000,0,1214.7,2026-06,
남부,안양시,호계동,공장,준공업,집합,2019,소형(~500평),0,중개거래,개인,법인,0,14.3,24500,0,1714.1,2026-06,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,32.5,34000,0,1045.6,2025-07,
남부,부천시,원미동,공장,준공업,집합,2016,소형(~500평),0,중개거래,개인,개인,0,33.1,35900,0,1085.2,2025-07,
남부,부천시,도당동,공장,일반공업,일반,1988,소형(~500평),117.4,중개거래,개인,법인,144.7,169.9,295000,2038.0,1736.5,2025-07,
남부,부천시,약대동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,25.9,37200,0,1437.3,2025-07,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,37.7,51000,0,1351.6,2025-07,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,25.0,32500,0,1300.4,2025-07,
남부,부천시,역곡동,공장,제2종일반주거,일반,2008,중형(500~2천평),290.4,중개거래,법인,법인,1288.7,3741.7,3400000,2638.4,908.7,2025-08,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,직거래,개인,법인,0,38.0,31000,0,814.8,2025-08,
남부,부천시,도당동,공장,일반공업,일반,2011,소형(~500평),237.8,중개거래,법인,법인,164.4,390.9,429000,2609.8,1097.6,2025-08,
남부,부천시,도당동,공장,일반공업,일반,2014,소형(~500평),226.6,중개거래,법인,개인,200.0,453.2,420000,2099.9,926.8,2025-08,
남부,부천시,도당동,공장,일반공업,집합,2004,소형(~500평),0,직거래,개인,개인,0,38.7,50000,0,1291.3,2025-08,
남부,부천시,원미동,공장,준공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,28.0,40500,0,1444.7,2025-08,
남부,부천시,도당동,공장,일반공업,일반,2016,소형(~500평),226.5,중개거래,개인,개인,135.0,305.8,300000,2222.1,981.2,2025-08,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,법인,0,49.7,44500,0,894.9,2025-08,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,개인,0,43.1,43000,0,996.6,2025-09,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,개인,0,51.5,36500,0,709.4,2025-09,
남부,부천시,춘의동,공장,준공업,일반,2000,소형(~500평),76.9,중개거래,개인,개인,420.2,323.2,1386759,3300.0,4290.8,2025-09,
남부,부천시,춘의동,공장,준공업,일반,2006,소형(~500평),68.0,중개거래,개인,개인,176.5,120.1,582582,3300.0,4849.6,2025-09,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,26.1,35500,0,1358.6,2025-09,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,법인,법인,0,81.8,64000,0,782.8,2025-09,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,법인,0,50.0,37000,0,739.3,2025-09,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,직거래,개인,개인,0,31.3,37000,0,1183.8,2025-09,
남부,부천시,도당동,공장,일반공업,집합,2004,소형(~500평),0,중개거래,개인,법인,0,33.3,13000,0,390.0,2025-09,
남부,부천시,도당동,공장,일반공업,집합,2004,소형(~500평),0,중개거래,개인,법인,0,51.4,24800,0,482.8,2025-09,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,38.9,51000,0,1311.0,2025-10,
남부,부천시,약대동,공장,근린상업,집합,2004,소형(~500평),0,중개거래,법인,개인,0,50.4,43000,0,853.7,2025-10,
남부,부천시,춘의동,공장,준공업,집합,2016,소형(~500평),0,중개거래,개인,개인,0,58.8,45000,0,765.3,2025-10,
남부,부천시,춘의동,공장,준공업,집합,2016,소형(~500평),0,중개거래,개인,개인,0,41.9,32000,0,763.7,2025-10,
남부,부천시,춘의동,공장,준공업,집합,2016,소형(~500평),0,직거래,법인,법인,0,64.8,75000,0,1156.8,2025-10,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,38.5,53500,0,1391.4,2025-10,
남부,부천시,원미동,공장,준공업,집합,2021,소형(~500평),0,중개거래,개인,개인,0,26.4,40000,0,1515.0,2025-10,
남부,부천시,춘의동,공장,일반공업,집합,2022,소형(~500평),0,중개거래,개인,법인,0,34.5,38784,0,1124.0,2025-10,
남부,부천시,원미동,공장,준공업,집합,2021,소형(~500평),0,중개거래,법인,법인,0,29.5,39500,0,1340.6,2025-11,
남부,부천시,춘의동,공장,준공업,일반,1981,소형(~500평),72.0,중개거래,개인,법인,199.5,143.6,540000,2706.4,3760.5,2025-11,
남부,부천시,춘의동,공장,일반공업,집합,2022,소형(~500평),0,중개거래,개인,개인,0,13.8,23200,0,1678.9,2025-11,
남부,부천시,춘의동,공장,준공업,일반,1992,소형(~500평),281.4,중개거래,개인,법인,144.8,407.5,320000,2209.8,785.3,2025-11,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,직거래,법인,개인,0,26.2,30000,0,1144.3,2026-01,
남부,부천시,도당동,공장,일반공업,일반,2016,소형(~500평),347.9,중개거래,법인,법인,180.6,628.2,570000,3156.3,907.3,2025-12,
남부,부천시,춘의동,공장,준공업,집합,2006,소형(~500평),0,중개거래,법인,법인,0,42.9,50000,0,1164.3,2025-12,
남부,부천시,춘의동,공장,준공업,집합,2006,소형(~500평),0,중개거래,법인,법인,0,41.3,45000,0,1089.9,2025-12,
남부,부천시,춘의동,공장,준공업,집합,2005,소형(~500평),0,중개거래,법인,개인,0,41.3,39000,0,944.6,2026-05,
남부,부천시,춘의동,공장,준공업,집합,2006,소형(~500평),0,중개거래,법인,개인,0,40.6,41800,0,1030.7,2025-12,
남부,부천시,춘의동,공장,준공업,집합,2006,소형(~500평),0,중개거래,개인,법인,0,40.6,44000,0,1085.0,2025-12,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,26.2,34000,0,1296.8,2026-01,
남부,부천시,도당동,공장,일반공업,집합,2016,소형(~500평),0,중개거래,개인,법인,0,49.8,31600,0,634.6,2026-01,
남부,부천시,춘의동,공장,일반공업,집합,2022,소형(~500평),0,중개거래,개인,개인,0,7.3,17000,0,2321.3,2026-01,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,직거래,법인,개인,0,62.5,60000,0,960.1,2026-01,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,법인,개인,0,51.5,38000,0,738.5,2026-01,
남부,부천시,약대동,공장,일반공업,집합,2021,소형(~500평),0,직거래,개인,법인,0,15.5,23700,0,1531.7,2026-02,
남부,부천시,원미동,공장,준공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,12.8,17300,0,1350.4,2026-02,
남부,부천시,도당동,공장,일반공업,일반,2014,소형(~500평),259.3,중개거래,개인,법인,283.1,734.1,515000,1818.9,701.5,2026-02,
남부,부천시,약대동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,24.0,35000,0,1457.9,2026-02,
남부,부천시,약대동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,5.6,9500,0,1688.4,2026-06,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,52.5,70000,0,1332.4,2026-02,
남부,부천시,춘의동,공장,일반공업,집합,2022,소형(~500평),0,중개거래,개인,법인,0,29.4,33200,0,1129.1,2026-03,
남부,부천시,춘의동,공장,일반공업,집합,2022,소형(~500평),0,중개거래,개인,법인,0,7.3,17900,0,2444.2,2026-03,
남부,부천시,원미동,공장,준공업,일반,1989,소형(~500평),297.3,직거래,개인,법인,101.7,302.5,320000,3145.6,1057.9,2026-03,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,개인,0,42.1,30500,0,724.2,2026-03,
남부,부천시,도당동,공장,일반공업,일반,2018,소형(~500평),207.5,중개거래,법인,개인,100.1,207.7,232000,2317.7,1117.2,2026-04,
남부,부천시,원미동,공장,준공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,43.6,63000,0,1446.3,2026-04,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,법인,0,53.2,43500,0,817.4,2026-04,
남부,부천시,춘의동,공장,일반공업,일반,1973,중형(500~2천평),62.6,중개거래,개인,법인,762.0,477.0,1970000,2585.2,4130.0,2026-04,
남부,부천시,도당동,공장,일반공업,일반,1977,중형(500~2천평),102.4,중개거래,개인,법인,862.7,883.5,1290000,1495.3,1460.2,2026-04,
남부,부천시,춘의동,공장,준공업,집합,2018,소형(~500평),0,중개거래,법인,법인,0,38.9,50000,0,1285.3,2026-04,
남부,부천시,춘의동,공장,준공업,집합,2006,소형(~500평),0,중개거래,법인,개인,0,41.3,41000,0,993.0,2026-04,
남부,부천시,원미동,공장,준공업,일반,1989,소형(~500평),182.8,중개거래,개인,법인,203.9,372.8,420000,2059.4,1126.6,2026-04,
남부,부천시,춘의동,공장,준공업,집합,2006,소형(~500평),0,직거래,개인,개인,0,42.2,38322,0,908.6,2026-05,
남부,부천시,춘의동,공장,준공업,집합,2006,소형(~500평),0,직거래,개인,개인,0,40.6,35839,0,883.8,2026-05,
남부,부천시,원미동,공장,준공업,집합,2021,소형(~500평),0,중개거래,개인,개인,0,16.4,19500,0,1191.3,2026-05,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,법인,0,51.5,45000,0,874.6,2026-05,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,법인,0,52.7,40000,0,758.9,2026-05,
남부,부천시,도당동,공장,일반공업,집합,2006,소형(~500평),0,중개거래,개인,개인,0,44.6,40500,0,907.2,2026-05,
남부,부천시,춘의동,공장,준공업,일반,2020,소형(~500평),64.7,중개거래,개인,개인,259.3,167.7,350000,1349.8,2087.1,2026-05,
남부,부천시,약대동,공장,근린상업,집합,2004,소형(~500평),0,중개거래,법인,법인,0,136.0,115500,0,849.1,2026-05,
남부,부천시,도당동,공장,일반공업,일반,2014,소형(~500평),225.8,중개거래,법인,법인,281.0,634.5,600000,2135.1,945.6,2026-05,
남부,부천시,춘의동,공장,준공업,집합,2005,소형(~500평),0,중개거래,법인,개인,0,43.1,42000,0,975.2,2026-05,
