권역,시군,읍면동,주용도,용도지역,건물유형,건축년도,규모,건폐율(%),거래유형,매도자,매수자,대지(평),연면적(평),거래금액(만원),대지평단가(만원),연면적평단가(만원),거래월,신규
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,법인,0,12.7,23000,0,1818.1,2025-12,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,직거래,법인,개인,0,16.7,29390,0,1762.3,2025-12,
북부,남양주시,별내동,공장,준주거,집합,2020,소형(~500평),0,중개거래,개인,법인,0,21.7,31000,0,1426.9,2025-12,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,개인,0,8.3,11981,0,1440.2,2025-12,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,개인,0,18.7,15000,0,802.0,2025-12,
북부,남양주시,별내동,공장,준주거,집합,2024,소형(~500평),0,직거래,개인,개인,0,7.0,17053,0,2440.4,2025-12,
북부,남양주시,진접읍 진벌리,공장,계획관리,일반,2026,중형(500~2천평),10.9,중개거래,법인,개인,550.6,59.9,192000,348.7,3205.6,2026-01,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,직거래,개인,개인,0,12.5,14600,0,1172.6,2026-01,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,개인,0,14.3,16000,0,1116.1,2026-01,
북부,남양주시,다산동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,개인,0,11.7,9500,0,811.9,2026-01,
북부,남양주시,다산동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,법인,0,19.2,21000,0,1092.4,2026-01,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,법인,0,16.2,16000,0,989.4,2026-01,
북부,남양주시,다산동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,개인,0,8.3,12302,0,1478.8,2026-01,
북부,남양주시,별내동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,법인,0,15.3,20340,0,1331.2,2026-01,
북부,남양주시,별내동,공장,준주거,집합,,소형(~500평),0,직거래,개인,법인,0,20.2,33000,0,1633.6,2026-01,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,중개거래,개인,개인,0,13.5,16500,0,1218.3,2026-02,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,중개거래,개인,개인,0,13.0,15500,0,1195.0,2026-02,
북부,남양주시,별내동,공장,준주거,집합,2020,소형(~500평),0,중개거래,법인,법인,0,21.6,20000,0,926.0,2026-02,
북부,남양주시,별내동,공장,준주거,집합,2020,소형(~500평),0,중개거래,법인,법인,0,22.6,21000,0,928.1,2026-02,
북부,남양주시,다산동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,개인,0,20.3,13800,0,680.0,2026-03,
북부,남양주시,다산동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,법인,0,10.4,9000,0,863.9,2026-03,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,중개거래,개인,법인,0,10.5,19500,0,1850.3,2026-03,
북부,남양주시,별내동,공장,준주거,집합,2020,소형(~500평),0,중개거래,법인,법인,0,37.2,37000,0,993.5,2026-04,
북부,남양주시,별내동,공장,준주거,집합,2020,소형(~500평),0,중개거래,법인,법인,0,29.0,30000,0,1035.6,2026-04,
북부,남양주시,별내동,공장,준주거,집합,2020,소형(~500평),0,중개거래,법인,법인,0,30.0,31000,0,1033.3,2026-04,
북부,남양주시,다산동,공장,준주거,집합,2023,소형(~500평),0,직거래,개인,개인,0,11.2,14735,0,1310.5,2026-04,
북부,남양주시,별내동,공장,준주거,집합,2020,소형(~500평),0,중개거래,개인,법인,0,7.3,6100,0,835.0,2026-04,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,개인,0,6.0,8500,0,1422.0,2026-04,
북부,남양주시,화도읍 마석우리,창고시설,제1종일반주거,일반,2008,소형(~500평),32.3,직거래,개인,기타,264.4,85.3,348360,1317.6,4083.7,2026-04,
북부,남양주시,별내동,공장,준주거,집합,2024,소형(~500평),0,직거래,개인,법인,0,13.4,40000,0,2981.5,2026-04,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,개인,0,8.3,15465,0,1859.1,2026-04,
북부,남양주시,진건읍 진관리,공장,일반공업,일반,2013,소형(~500평),98.0,중개거래,법인,개인,499.1,489.1,536000,1073.9,1095.8,2026-04,
북부,남양주시,다산동,공장,준주거,집합,2019,소형(~500평),0,직거래,개인,개인,0,6.3,9900,0,1572.7,2026-05,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,중개거래,법인,기타,0,18.3,16000,0,874.3,2026-05,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,중개거래,법인,기타,0,15.3,13500,0,883.5,2026-05,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,중개거래,법인,기타,0,16.8,14000,0,833.9,2026-05,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,중개거래,법인,기타,0,14.8,12000,0,812.2,2026-05,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,중개거래,법인,법인,0,16.8,14700,0,875.6,2026-05,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,개인,0,16.3,20000,0,1227.3,2026-05,
북부,남양주시,별내동,공장,준주거,집합,2021,소형(~500평),0,중개거래,개인,개인,0,15.4,16000,0,1042.0,2026-05,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,법인,0,16.9,22000,0,1305.0,2026-05,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,개인,0,6.0,10000,0,1673.0,2026-05,
북부,남양주시,다산동,공장,준주거,집합,2023,소형(~500평),0,중개거래,개인,개인,0,9.2,14000,0,1528.9,2026-06,
북부,남양주시,다산동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,법인,0,20.3,22200,0,1091.4,2026-06,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,법인,0,15.4,19500,0,1263.2,2026-06,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,직거래,개인,법인,0,20.3,28900,0,1420.8,2026-06,
북부,남양주시,다산동,공장,준주거,집합,2022,소형(~500평),0,중개거래,개인,법인,0,8.3,10200,0,1226.1,2026-06,
남부,오산시,세교동,공장,준주거,집합,2021,소형(~500평),0,중개거래,개인,개인,0,10.8,15000,0,1391.7,2025-08,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,개인,0,18.8,20657,0,1098.6,2025-08,
남부,오산시,세교동,공장,준주거,집합,2021,소형(~500평),0,중개거래,법인,법인,0,35.8,48000,0,1340.1,2025-08,
남부,오산시,세교동,공장,준주거,집합,2021,소형(~500평),0,직거래,개인,법인,0,26.9,40000,0,1489.1,2025-08,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,중개거래,개인,개인,0,14.3,16500,0,1154.4,2025-08,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,중개거래,개인,개인,0,15.3,18000,0,1174.6,2025-08,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,중개거래,개인,개인,0,14.0,15500,0,1104.1,2025-08,
남부,오산시,세교동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,법인,0,12.9,18500,0,1431.2,2025-08,
남부,오산시,세교동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,법인,0,14.0,19500,0,1395.3,2025-08,
남부,오산시,세교동,공장,준주거,집합,,소형(~500평),0,중개거래,개인,법인,0,44.5,53000,0,1191.5,2025-09,
남부,오산시,지곶동,공장,자연녹지,일반,,중형(500~2천평),83.5,중개거래,법인,법인,988.9,825.8,498810,504.4,604.1,2025-10,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,개인,법인,0,36.2,46200,0,1275.5,2025-11,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,중개거래,개인,개인,0,14.3,11000,0,769.6,2026-01,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,법인,0,31.8,32241,0,1013.7,2026-02,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,법인,0,23.0,23520,0,1024.8,2026-02,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,법인,0,14.5,13874,0,953.7,2026-02,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,법인,0,38.5,40433,0,1050.9,2026-02,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,법인,0,27.1,26691,0,984.9,2026-02,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,법인,0,27.1,28541,0,1053.1,2026-02,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,법인,0,15.5,38681,0,2495.5,2026-03,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,법인,0,15.5,146273,0,9436.9,2026-03,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,법인,개인,0,18.7,18763,0,1001.7,2026-03,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,중개거래,개인,법인,0,5.5,11948,0,2171.4,2026-04,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,중개거래,개인,법인,0,5.5,11890,0,2160.8,2026-04,
남부,오산시,세교동,공장,일반상업,집합,2025,소형(~500평),0,중개거래,개인,개인,0,14.7,15633,0,1061.4,2026-05,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,직거래,개인,개인,0,29.7,30000,0,1010.3,2026-05,
남부,오산시,양산동,공장,제2종일반주거,일반,,중형(500~2천평),39.9,직거래,법인,법인,640.7,255.7,930544,1452.4,3639.6,2026-05,
남부,오산시,양산동,창고시설,제2종일반주거,일반,2002,소형(~500평),15.0,직거래,기타,법인,150.3,22.6,225520,1500.0,10000.3,2026-05,
남부,오산시,세교동,창고시설,자연녹지,일반,2009,소형(~500평),71.7,중개거래,개인,법인,113.4,81.4,62500,551.0,768.0,2026-06,
남부,오산시,가수동,공장,일반공업,집합,2023,소형(~500평),0,중개거래,개인,개인,0,5.5,8500,0,1544.8,2026-06,
남부,시흥시,정왕동,공장,일반공업,일반,2000,중형(500~2천평),60.2,중개거래,개인,법인,502.1,302.4,375000,746.9,1240.2,2025-07,
남부,시흥시,정왕동,공장,일반공업,일반,2007,소형(~500평),60.5,중개거래,법인,법인,246.9,149.4,200000,810.1,1338.4,2025-07,
남부,시흥시,정왕동,공장,일반공업,일반,2002,중형(500~2천평),76.6,중개거래,법인,법인,500.8,383.4,445000,888.5,1160.6,2025-07,
남부,시흥시,정왕동,공장,일반공업,일반,,대형(2천평~),74.5,중개거래,법인,법인,2224.5,1657.8,1850000,831.7,1115.9,2025-07,
남부,시흥시,정왕동,공장,일반공업,일반,2002,중형(500~2천평),61.8,중개거래,개인,법인,502.2,310.3,348000,693.0,1121.7,2025-07,
남부,시흥시,정왕동,공장,일반공업,일반,2016,중형(500~2천평),151.7,중개거래,법인,법인,508.9,772.1,580000,1139.7,751.2,2025-07,
남부,시흥시,도창동,공장,일반공업,일반,2020,소형(~500평),114.9,직거래,개인,법인,422.1,485.2,387600,918.2,798.9,2025-07,
남부,시흥시,신천동,공장,일반공업,집합,2004,소형(~500평),0,직거래,개인,개인,0,80.2,35000,0,436.5,2025-08,
남부,시흥시,광석동,공장,준주거,집합,2023,소형(~500평),0,직거래,법인,개인,0,11.0,16829,0,1531.3,2025-08,
남부,시흥시,정왕동,공장,준공업,집합,2014,소형(~500평),0,중개거래,법인,개인,0,144.8,171652,0,1185.1,2025-08,
남부,시흥시,정왕동,공장,준공업,집합,2014,소형(~500평),0,중개거래,법인,개인,0,15.5,18348,0,1185.1,2025-08,
남부,시흥시,배곧동,공장,준주거,집합,2019,소형(~500평),0,중개거래,개인,개인,0,44.1,35000,0,793.1,2025-08,
남부,시흥시,정왕동,공장,일반공업,일반,2001,중형(500~2천평),109.1,중개거래,법인,법인,900.0,982.1,747000,830.0,760.6,2025-08,
남부,시흥시,정왕동,공장,일반공업,일반,,중형(500~2천평),120.2,중개거래,법인,법인,615.7,740.3,498000,808.8,672.7,2025-08,
남부,시흥시,정왕동,공장,일반공업,일반,1995,중형(500~2천평),53.3,중개거래,개인,법인,500.2,266.6,336000,671.8,1260.4,2025-08,
남부,시흥시,정왕동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,법인,개인,0,79.6,72000,0,904.1,2025-08,
남부,시흥시,정왕동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,37.7,30000,0,795.3,2025-08,
남부,시흥시,정왕동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,개인,개인,0,42.1,36000,0,854.2,2025-08,
남부,시흥시,매화동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,법인,개인,0,38.0,43000,0,1132.3,2025-08,
남부,시흥시,도창동,공장,일반공업,일반,,소형(~500평),82.2,중개거래,법인,법인,438.6,360.7,640000,1459.2,1774.1,2025-08,
남부,시흥시,정왕동,공장,일반공업,일반,2020,중형(500~2천평),187.6,중개거래,법인,법인,511.1,959.0,508000,994.0,529.7,2025-08,
남부,시흥시,신천동,공장,일반공업,집합,,소형(~500평),0,중개거래,개인,개인,0,9.8,11000,0,1125.5,2025-08,
남부,시흥시,배곧동,공장,준주거,집합,2019,소형(~500평),0,중개거래,법인,개인,0,36.3,38000,0,1046.3,2025-08,
남부,시흥시,정왕동,공장,일반공업,일반,,대형(2천평~),13.4,중개거래,법인,법인,2960.6,397.5,1924000,649.9,4840.4,2025-08,
남부,시흥시,정왕동,공장,일반공업,일반,2000,중형(500~2천평),48.0,중개거래,법인,개인,605.0,290.1,520000,859.5,1792.4,2025-09,
남부,시흥시,정왕동,공장,일반공업,일반,,중형(500~2천평),74.2,중개거래,법인,개인,502.1,372.8,350000,697.1,939.0,2025-09,
남부,시흥시,매화동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,법인,법인,0,196.7,202555,0,1029.7,2025-09,
남부,시흥시,매화동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,법인,법인,0,206.6,196180,0,949.7,2025-09,
남부,시흥시,매화동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,법인,법인,0,37.5,37315,0,996.0,2025-09,
남부,시흥시,매화동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,법인,법인,0,21.1,21590,0,1025.5,2025-09,
남부,시흥시,정왕동,공장,일반공업,일반,1997,중형(500~2천평),24.8,중개거래,개인,법인,550.9,136.4,431740,783.7,3165.7,2025-09,
남부,시흥시,능곡동,공장,준주거,집합,2024,소형(~500평),0,직거래,법인,법인,0,11.2,24564,0,2197.1,2025-09,
남부,시흥시,능곡동,공장,준주거,집합,2024,소형(~500평),0,직거래,법인,법인,0,9.9,22489,0,2263.1,2025-09,
남부,시흥시,정왕동,공장,일반공업,일반,2001,중형(500~2천평),52.3,중개거래,법인,법인,991.5,518.2,664000,669.7,1281.3,2025-09,
남부,시흥시,정왕동,공장,준공업,일반,2008,소형(~500평),64.5,중개거래,개인,개인,181.5,117.1,155000,854.0,1324.0,2025-09,
남부,시흥시,능곡동,공장,준주거,집합,2024,소형(~500평),0,직거래,법인,법인,0,27.3,65220,0,2392.9,2025-09,
남부,시흥시,정왕동,공장,일반공업,일반,1996,소형(~500평),81.0,중개거래,개인,법인,300.0,243.0,203000,676.6,835.4,2025-09,
남부,시흥시,능곡동,공장,준주거,집합,2024,소형(~500평),0,직거래,법인,법인,0,10.0,22887,0,2287.2,2025-09,
남부,시흥시,정왕동,공장,준공업,집합,2014,소형(~500평),0,중개거래,법인,법인,0,150.0,155000,0,1033.3,2025-09,
남부,시흥시,정왕동,공장,준공업,집합,2014,소형(~500평),0,중개거래,법인,법인,0,128.8,55000,0,427.1,2025-09,
남부,시흥시,정왕동,공장,일반공업,집합,2003,소형(~500평),0,중개거래,개인,개인,0,36.3,17800,0,490.4,2025-09,
남부,시흥시,정왕동,공장,일반공업,일반,2002,중형(500~2천평),75.4,중개거래,개인,개인,521.3,393.0,375000,719.4,954.2,2025-10,
남부,시흥시,광석동,공장,준주거,집합,2023,소형(~500평),0,직거래,법인,개인,0,22.1,34982,0,1583.5,2025-10,
남부,시흥시,정왕동,공장,일반공업,집합,,소형(~500평),0,직거래,개인,법인,0,36.3,19800,0,545.5,2025-10,
남부,시흥시,배곧동,공장,준주거,집합,2019,소형(~500평),0,중개거래,개인,개인,0,12.6,12000,0,950.6,2026-02,
남부,시흥시,정왕동,공장,일반공업,집합,,소형(~500평),0,중개거래,개인,법인,0,34.5,25000,0,725.6,2025-10,
남부,시흥시,배곧동,공장,준주거,집합,2020,소형(~500평),0,직거래,개인,법인,0,30.4,34000,0,1118.8,2025-10,
남부,시흥시,정왕동,공장,일반공업,일반,2015,중형(500~2천평),70.2,중개거래,법인,개인,638.1,448.2,521800,817.8,1164.2,2025-10,
남부,시흥시,정왕동,공장,일반공업,집합,2003,소형(~500평),0,중개거래,개인,개인,0,21.2,27700,0,1308.1,2025-11,
남부,시흥시,정왕동,공장,일반공업,일반,2007,소형(~500평),142.4,직거래,개인,법인,160.6,228.7,162500,1011.7,710.6,2025-11,
남부,시흥시,대야동,공장,제3종일반주거,일반,1988,소형(~500평),164.7,직거래,개인,법인,151.3,249.2,183200,1211.2,735.3,2025-11,
남부,시흥시,정왕동,공장,일반공업,일반,2022,중형(500~2천평),65.1,중개거래,법인,법인,565.7,368.3,485000,857.3,1317.0,2025-11,
남부,시흥시,정왕동,공장,일반공업,일반,,중형(500~2천평),75.1,중개거래,법인,법인,505.4,379.8,448000,886.3,1179.6,2025-11,
남부,시흥시,배곧동,공장,준주거,집합,2020,소형(~500평),0,직거래,법인,법인,0,40.8,42500,0,1040.7,2025-11,
남부,시흥시,정왕동,공장,일반공업,일반,2004,중형(500~2천평),76.0,중개거래,개인,개인,685.0,520.7,515000,751.9,989.0,2025-11,
남부,시흥시,조남동,공장,준주거,집합,2021,소형(~500평),0,중개거래,개인,개인,0,30.5,33000,0,1082.3,2025-11,
남부,시흥시,정왕동,창고시설,준공업,집합,2018,소형(~500평),0,중개거래,개인,법인,0,43.9,61500,0,1400.4,2025-11,
남부,시흥시,정왕동,공장,일반공업,일반,2018,대형(2천평~),133.2,중개거래,법인,법인,3052.4,4064.8,2600000,851.8,639.6,2025-11,
남부,시흥시,정왕동,공장,일반공업,집합,2018,소형(~500평),0,직거래,법인,법인,0,9.4,7000,0,748.6,2025-11,
남부,시흥시,능곡동,공장,준주거,집합,2024,소형(~500평),0,직거래,법인,법인,0,9.9,22726,0,2287.0,2025-12,
남부,시흥시,능곡동,공장,준주거,집합,2024,소형(~500평),0,직거래,법인,법인,0,11.3,25843,0,2287.3,2025-12,
남부,시흥시,정왕동,공장,일반공업,집합,2018,소형(~500평),0,직거래,개인,법인,0,39.9,35500,0,889.4,2025-12,
남부,시흥시,정왕동,공장,일반공업,집합,2018,소형(~500평),0,직거래,개인,법인,0,37.7,34800,0,922.5,2025-12,
남부,시흥시,정왕동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,법인,법인,0,9.8,8083,0,825.0,2025-12,
남부,시흥시,정왕동,공장,일반공업,집합,2018,소형(~500평),0,중개거래,법인,법인,0,9.4,7714,0,825.0,2025-12,
남부,시흥시,매화동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,법인,법인,0,33.8,38000,0,1124.2,2025-12,
남부,시흥시,정왕동,공장,준공업,집합,2015,소형(~500평),0,중개거래,법인,법인,0,164.4,215833,0,1313.0,2025-12,
남부,시흥시,정왕동,공장,준공업,집합,2015,소형(~500평),0,중개거래,법인,법인,0,33.9,43167,0,1273.0,2025-12,
남부,시흥시,정왕동,공장,준공업,일반,2015,소형(~500평),78.0,중개거래,법인,개인,150.0,117.1,143000,953.3,1221.5,2025-12,
남부,시흥시,매화동,공장,일반공업,집합,2023,소형(~500평),0,중개거래,개인,개인,0,36.3,41000,0,1128.3,2025-12,
남부,시흥시,정왕동,공장,일반공업,일반,2015,중형(500~2천평),149.7,중개거래,개인,법인,565.9,847.5,600000,1060.2,708.0,2025-12,
남부,시흥시,정왕동,공장,일반공업,일반,2006,소형(~500평),80.7,중개거래,개인,법인,171.4,138.2,140000,816.9,1012.9,2025-12,
남부,시흥시,정왕동,공장,일반공업,집합,2005,소형(~500평),0,직거래,개인,개인,0,44.6,25000,0,559.9,2025-12,
남부,시흥시,광석동,공장,준주거,집합,2023,소형(~500평),0,중개거래,개인,법인,0,11.2,13000,0,1162.7,2025-12,
남부,시흥시,정왕동,공장,준공업,집합,2015,소형(~500평),0,중개거래,법인,개인,0,190.5,235800,0,1237.6,2025-12,
남부,시흥시,정왕동,공장,준공업,집합,2015,소형(~500평),0,중개거래,법인,개인,0,21.5,26200,0,1219.4,2025-12,
남부,시흥시,정왕동,공장,준공업,집합,2015,소형(~500평),0,중개거래,개인,법인,0,108.9,182000,0,1671.3,2026-01,
남부,시흥시,정왕동,공장,준공업,집합,2015,소형(~500평),0,중개거래,개인,법인,0,11.1,3000,0,269.3,2026-01,
남부,시흥시,정왕동,공장,일반공업,일반,2000,중형(500~2천평),91.9,중개거래,법인,법인,1193.7,1097.0,835000,699.5,761.2,2026-01,
남부,시흥시,정왕동,공장,일반공업,일반,2002,중형(500~2천평),143.9,중개거래,법인,법인,621.7,894.9,530000,852.5,592.3,2026-01,
남부,시흥시,배곧동,공장,준주거,집합,2019,소형(~500평),0,중개거래,개인,법인,0,36.3,27000,0,743.4,2026-01,
남부,시흥시,배곧동,공장,준주거,집합,2019,소형(~500평),0,중개거래,개인,개인,0,36.3,37000,0,1018.8,2026-01,
남부,시흥시,대야동,공장,제3종일반주거,일반,1989,소형(~500평),230.6,중개거래,개인,법인,170.0,392.0,280000,1647.0,714.2,2026-01,
남부,시흥시,은행동,공장,준주거,집합,2020,소형(~500평),0,직거래,개인,법인,0,39.2,39042,0,995.9,2026-01,
남부,시흥시,은행동,공장,준주거,집합,2020,소형(~500평),0,직거래,법인,법인,0,78.4,66000,0,841.8,2026-01,
남부,시흥시,정왕동,공장,일반공업,집합,,소형(~500평),0,중개거래,개인,법인,0,37.3,26000,0,697.2,2026-01,
남부,시흥시,정왕동,공장,일반공업,집합,,소형(~500평),0,중개거래,법인,개인,0,37.3,25000,0,670.4,2026-01,
남부,시흥시,배곧동,공장,준주거,집합,2020,소형(~500평),0,직거래,개인,개인,0,11.9,10000,0,842.9,2026-01,
남부,시흥시,정왕동,공장,일반공업,일반,,소형(~500평),142.4,직거래,개인,법인,160.6,228.7,155000,965.0,677.8,2026-01,
남부,시흥시,정왕동,공장,일반공업,집합,2016,소형(~500평),0,중개거래,개인,개인,0,63.1,49000,0,776.3,2026-01,
남부,시흥시,매화동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,25.1,29900,0,1189.7,2026-01,
남부,시흥시,매화동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,개인,법인,0,29.2,34600,0,1185.8,2026-01,
남부,시흥시,정왕동,공장,일반공업,집합,2017,소형(~500평),0,중개거래,법인,개인,0,45.3,34000,0,751.3,2026-01,
남부,시흥시,매화동,공장,일반공업,집합,2021,소형(~500평),0,중개거래,법인,개인,0,26.5,30500,0,1151.2,2026-01,
남부,시흥시,은행동,공장,준주거,집합,2020,소형(~500평),0,중개거래,법인,법인,0,39.2,35000,0,892.8,2026-01,
남부,시흥시,신천동,공장,일반공업,집합,2004,소형(~500평),0,중개거래,개인,법인,0,80.2,36000,0,449.0,2026-01,
남부,시흥시,정왕동,창고시설,준공업,일반,2019,소형(~500평),61.3,중개거래,법인,법인,111.9,68.7,86500,772.7,1259.7,2026-01,
남부,시흥시,정왕동,공장,일반공업,일반,,중형(500~2천평),53.1,중개거래,개인,법인,1495.9,795.0,1150000,768.8,1446.6,2026-01,
남부,시흥시,정왕동,공장,준공업,일반,,소형(~500평),56.8,직거래,개인,법인,346.1,196.5,242200,699.9,1232.5,2026-01,
남부,시흥시,배곧동,공장,준주거,집합,2019,소형(~500평),0,중개거래,개인,법인,0,32.9,19000,0,576.9,2026-02,
남부,시흥시,정왕동,공장,일반공업,일반,2003,소형(~500평),88.4,직거래,개인,기타,237.1,209.6,234500,989.1,1118.7,2026-02,
남부,시흥시,조남동,공장,제1종일반주거,일반,2007,소형(~500평),106.3,직거래,개인,법인,100.4,106.8,63589,633.2,595.5,2026-02,
남부,시흥시,정왕동,공장,일반공업,집합,2022,소형(~500평),0,중개거래,개인,법인,0,85.5,82000,0,959.5,2026-02,
남부,시흥시,정왕동,공장,일반공업,일반,,중형(500~2천평),86.8,중개거래,법인,법인,1013.6,880.1,938000,925.4,1065.7,2026-02,
남부,시흥시,대야동,공장,제3종일반주거,일반,1993,소형(~500평),167.7,중개거래,개인,법인,143.1,240.0,230000,1607.5,958.3,2026-02,
남부,시흥시,배곧동,공장,준주거,집합,2024,소형(~500평),0,중개거래,개인,개인,0,14.1,15000,0,1063.9,2026-02,
남부,시흥시,정왕동,공장,일반공업,집합,2017,소형(~500평),0,직거래,법인,법인,0,8.1,6330,0,777.6,2026-02,
남부,시흥시,정왕동,공장,일반공업,집합,2017,소형(~500평),0,직거래,법인,법인,0,8.3,6493,0,777.7,2026-02,
남부,시흥시,논곡동,창고시설,제2종일반주거,일반,2006,소형(~500평),49.5,중개거래,개인,개인,108.0,53.4,98400,911.2,1841.5,2026-02,
남부,시흥시,배곧동,공장,준주거,집합,2019,소형(~500평),0,중개거래,법인,개인,0,33.6,38000,0,1132.4,2026-02,
남부,시흥시,정왕동,공장,일반공업,일반,2008,소형(~500평),83.9,중개거래,개인,개인,230.0,192.9,234000,1017.4,1213.0,2026-02,
남부,시흥시,배곧동,공장,준주거,집합,2020,소형(~500평),0,중개거래,개인,개인,0,12.3,16510,0,1337.4,2026-02,
남부,시흥시,정왕동,공장,일반공업,일반,2015,중형(500~2천평),309.6,중개거래,법인,법인,503.8,1559.4,648000,1286.3,415.5,2026-03,
남부,시흥시,조남동,공장,준주거,집합,2020,소형(~500평),0,직거래,개인,개인,0,8.2,9000,0,1096.2,2026-03,
남부,시흥시,은행동,공장,준주거,집합,2020,소형(~500평),0,중개거래,법인,개인,0,35.8,34500,0,963.3,2026-03,
남부,시흥시,정왕동,공장,일반공업,집합,,소형(~500평),0,중개거래,개인,개인,0,42.4,17500,0,413.2,2026-03,
남부,시흥시,정왕동,공장,일반공업,일반,,중형(500~2천평),51.1,직거래,개인,법인,510.6,260.7,232540,455.4,892.0,2026-03,
남부,시흥시,정왕동,공장,일반공업,집합,2022,소형(~500평),0,중개거래,법인,법인,0,67.2,62000,0,922.7,2026-03,
남부,시흥시,정왕동,공장,일반공업,일반,2007,소형(~500평),86.3,중개거래,법인,법인,200.9,173.4,172000,856.3,991.8,2026-03,
남부,시흥시,매화동,공장,일반공업,집합,2023,소형(~500평),0,중개거래,개인,법인,0,19.0,23000,0,1208.4,2026-03,
남부,시흥시,정왕동,공장,일반공업,집합,2017,소형(~500평),0,직거래,기타,기타,0,51.6,49500,0,958.5,2026-03,
남부,시흥시,정왕동,창고시설,준공업,집합,1997,소형(~500평),0,중개거래,개인,개인,0,7.3,3400,0,466.6,2026-03,
남부,시흥시,정왕동,공장,일반공업,일반,,중형(500~2천평),63.4,중개거래,법인,법인,1501.3,952.3,1050000,699.4,1102.6,2026-03,
